brand,category,price,product,review_avg_rating,review_count,url
Every Man Jack,body ,6.39,Eucalyptus Mint Body Wash,0,0,https://www.ulta.com/eucalyptus-mint-body-wash?productId=pimprod2005703
Every Man Jack,body ,7.19,Skin Clearing Acne Defense Body Wash,0,0,https://www.ulta.com/skin-clearing-acne-defense-body-wash?productId=pimprod2005705
Every Man Jack,body ,15.99,Sandalwood Body Value Kit,0,0,https://www.ulta.com/sandalwood-body-value-kit?productId=pimprod2005704
Every Man Jack,body ,15.99,Cedarwood Body Value Kit,0,0,https://www.ulta.com/cedarwood-body-value-kit?productId=pimprod2005706
Every Man Jack,shaving,9.59,Sandalwood Beard Oil,0,0,https://www.ulta.com/sandalwood-beard-oil?productId=xlsImpprod17361155
Every Man Jack,shaving,9.59,Sandalwood Beard Balm,0,0,https://www.ulta.com/sandalwood-beard-balm?productId=xlsImpprod18051101
Every Man Jack,skincare,6.79,Charcoal Face Scrub Skin Clearing,0,0,https://www.ulta.com/charcoal-face-scrub-skin-clearing?productId=xlsImpprod17071337
Every Man Jack,skincare,5.99,Volcanic Clay Face Wipes Oil Defense,0,0,https://www.ulta.com/volcanic-clay-face-wipes-oil-defense?productId=xlsImpprod18051099
Every Man Jack,body ,4.79,Cedarwood Body Bar with Shea Butter,0,0,https://www.ulta.com/cedarwood-body-bar-with-shea-butter?productId=xlsImpprod17071339
Givenchy,cologne,85,Pi Air Eau de Toilette,0,0,https://www.ulta.com/pi-air-eau-de-toilette?productId=xlsImpprod17441035
Hempz,shaving,15.99,His Kit,0,0,https://www.ulta.com/his-kit?productId=pimprod2013008
Jack Black,shaving,27,Bump Fix Razor Bump & Ingrown Hair Solution,0,0,https://www.ulta.com/bump-fix-razor-bump-ingrown-hair-solution?productId=pimprod2002286
Jimmy Choo,body ,25,MAN Deodorant Stick,0,0,https://www.ulta.com/man-deodorant-stick?productId=xlsImpprod12031001
Kiehl's Since 1851,skincare,35,Facial Fuel SPF 20,0,0,https://www.ulta.com/facial-fuel-spf-20?productId=pimprod2002950
Kiehl's Since 1851,hair,16,Creative Cream Wax,0,0,https://www.ulta.com/creative-cream-wax?productId=pimprod2002919
Kiehl's Since 1851,hair,18,Grooming Solutions Texturizing Clay,0,0,https://www.ulta.com/grooming-solutions-texturizing-clay?productId=pimprod2002944
Kiehl's Since 1851,hair,18,Clean Hold Styling Gel,0,0,https://www.ulta.com/clean-hold-styling-gel?productId=pimprod2002939
Kiehl's Since 1851,hair,20,Nourishing Shampoo and Conditioner,0,0,https://www.ulta.com/nourishing-shampoo-conditioner?productId=pimprod2002967
Kiehl's Since 1851,skincare,18,Oil Eliminator Refreshing Shine Control Toner for Men,0,0,https://www.ulta.com/oil-eliminator-refreshing-shine-control-toner-men?productId=pimprod2002946
Kiehl's Since 1851,skincare,18,Facial Fuel Energizing Tonic for Men,0,0,https://www.ulta.com/facial-fuel-energizing-tonic-men?productId=pimprod2002910
Kiehl's Since 1851,skincare,50,Age Defender Power Serum,0,0,https://www.ulta.com/age-defender-power-serum?productId=pimprod2002931
Kiehl's Since 1851,skincare,20,Body Fuel All-In-One Energizing Wash,0,0,https://www.ulta.com/body-fuel-all-in-one-energizing-wash?productId=pimprod2002965
Kiehl's Since 1851,skincare,40,Age Defender Moisturizer,0,0,https://www.ulta.com/age-defender-moisturizer?productId=pimprod2002923
M. Skin Care,skincare,6,Protect Pre-Shave Oil,0,0,https://www.ulta.com/protect-pre-shave-oil?productId=pimprod2005116
MASON MAN,shaving,18,Secret Stache After Shave Balm,0,0,https://www.ulta.com/secret-stache-after-shave-balm?productId=pimprod2012280
MASON MAN,shaving,25,Superhero Shave Cream,0,0,https://www.ulta.com/superhero-shave-cream?productId=pimprod2012296
Montblanc,shaving,48,Online Only Legend Spirit After Shave Balm,0,0,https://www.ulta.com/legend-spirit-after-shave-balm?productId=xlsImpprod14301057
Paul Mitchell,shaving,18,MVRCK Beard Oil,0,0,https://www.ulta.com/mvrck-beard-oil?productId=pimprod2005317
Paul Mitchell,skincare,17,MVRCK Skin Tonic,0,0,https://www.ulta.com/mvrck-skin-tonic?productId=pimprod2005314
Percy Nobleman,shaving,13.97,Face & Stubble Moisturiser,0,0,https://www.ulta.com/face-stubble-moisturiser?productId=xlsImpprod17231037
Redken,shaving,17,Brews Beard and Skin Oil,0,0,https://www.ulta.com/brews-beard-skin-oil?productId=xlsImpprod17601129
Redken,hair,30,Brews Thickening Shampoo,0,0,https://www.ulta.com/brews-thickening-shampoo?productId=pimprod2009613
Redken,hair,9,Brews Finishing Cream,0,0,https://www.ulta.com/brews-finishing-cream?productId=xlsImpprod17601133
Redken,hair,29,Brews Anti-Dandruff Shampoo,0,0,https://www.ulta.com/brews-anti-dandruff-shampoo?productId=pimprod2000336
Redken,shaving,18.5,Brews Shave Cream,0,0,https://www.ulta.com/brews-shave-cream?productId=xlsImpprod17701081
Remington,shaving,46.34,"Remington WetTech Head, Beard & Body Grooming Kit",0,0,https://www.ulta.com/remington-wettech-head-beard-body-grooming-kit?productId=xlsImpprod16461085
Sebastian,hair,19.5,SEB MAN The Hero Re-Workable Gel,0,0,https://www.ulta.com/seb-man-hero-re-workable-gel?productId=pimprod2006611
Sebastian,hair,40,SEB MAN The Cooler Leave-In Scalp Tonic,0,0,https://www.ulta.com/seb-man-cooler-leave-in-scalp-tonic?productId=pimprod2006616
Sebastian,hair,18,SEB MAN The Player Medium Hold Gel,0,0,https://www.ulta.com/seb-man-player-medium-hold-gel?productId=pimprod2006610
Sebastian,hair,15.5,SEB MAN The Smoother Conditioner,0,0,https://www.ulta.com/seb-man-smoother-conditioner?productId=pimprod2006613
Sebastian,hair,18,SEB MAN The Dandy Light Hold Pomade,0,0,https://www.ulta.com/seb-man-dandy-light-hold-pomade?productId=pimprod2006617
Sebastian,hair,14.5,SEB MAN The Purist Anti-Dandruff Shampoo,0,0,https://www.ulta.com/seb-man-purist-anti-dandruff-shampoo?productId=pimprod2006614
Sebastian,shaving,19.5,SEB MAN The Groom Hair & Beard Oil,0,0,https://www.ulta.com/seb-man-groom-hair-beard-oil?productId=pimprod2006612
Sexy Hair,hair,17.95,Convertible Crème,0,0,https://www.ulta.com/convertible-creme?productId=pimprod2005939
Sexy Hair,hair,16.95,Polished Up Pomade,0,0,https://www.ulta.com/polished-up-pomade?productId=pimprod2005940
SheaMoisture,shaving,9.99,Tea Tree Oils & Shea Butter Non-Foaming Shave Gel,0,0,https://www.ulta.com/tea-tree-oils-shea-butter-non-foaming-shave-gel?productId=xlsImpprod18491007
Thick Head,hair,39,Head Rush Hair & Scalp Supplements,0,0,https://www.ulta.com/head-rush-hair-scalp-supplements?productId=pimprod2006419
Thick Head,hair,30,Head Start Hair Loss Treatment & Regrowth System,0,0,https://www.ulta.com/head-start-hair-loss-treatment-regrowth-system?productId=pimprod2006420
Thymes,cologne,20,Eucalyptus Cologne Spray Pen,0,0,https://www.ulta.com/eucalyptus-cologne-spray-pen?productId=pimprod2001553
Thymes,cologne,40,Vetiver Rosewood Cologne,0,0,https://www.ulta.com/vetiver-rosewood-cologne?productId=pimprod2007778
Tigi,shaving,16.95,Bed Head For Men Smooth Mover Rich Shave Cream,0,0,https://www.ulta.com/bed-head-men-smooth-mover-rich-shave-cream?productId=pimprod2002595
Tigi,shaving,16.95,Bed Head For Men Balm Down Cooling Aftershave,0,0,https://www.ulta.com/bed-head-men-balm-down-cooling-aftershave?productId=pimprod2002588
Triumph & Disaster,shaving,13.97,Old Fashioned Shave Cream Tube,0,0,https://www.ulta.com/old-fashioned-shave-cream-tube?productId=xlsImpprod17491065
Triumph & Disaster,skincare,28.97,Gameface Moisturiser Tube,0,0,https://www.ulta.com/gameface-moisturiser-tube?productId=xlsImpprod17491071
Triumph & Disaster,skincare,14.97,Ritual Face Cleanser,0,0,https://www.ulta.com/ritual-face-cleanser?productId=xlsImpprod17491067
Volt,shaving,28,Instant Beard Color,0,0,https://www.ulta.com/instant-beard-color?productId=pimprod2013293
Burberry,cologne,80,Mr. Burberry Eau de Parfum,4.8,8,https://www.ulta.com/mr-burberry-eau-de-parfum?productId=xlsImpprod15821015
